day,LGAV,LGRP,LGSA,LGIR,LGTS,LGKO
2022-10-03 00:00:00+00:00,89.0,77.0,37.0,1.0,72.0,35.0
2022-10-04 00:00:00+00:00,74.0,70.0,37.0,1.0,65.0,53.0
2022-10-05 00:00:00+00:00,63.0,72.0,37.0,1.0,64.0,33.0
2022-10-06 00:00:00+00:00,61.0,73.0,37.0,1.0,62.0,38.0
2022-10-07 00:00:00+00:00,45.0,79.0,37.0,1.0,67.0,42.0
2022-10-08 00:00:00+00:00,66.0,96.0,37.0,1.0,64.0,51.0
2022-10-09 00:00:00+00:00,87.0,100.0,37.0,1.0,55.0,46.0
2022-10-10 00:00:00+00:00,53.0,61.0,37.0,1.0,62.0,34.0
2022-10-11 00:00:00+00:00,81.0,65.0,37.0,1.0,62.0,43.0
2022-10-12 00:00:00+00:00,71.0,70.0,37.0,1.0,56.0,29.0
2022-10-13 00:00:00+00:00,70.0,73.0,37.0,1.0,59.0,37.0
2022-10-14 00:00:00+00:00,84.0,68.0,37.0,1.0,64.0,35.0
2022-10-15 00:00:00+00:00,66.0,94.0,37.0,1.0,70.0,54.0
2022-10-16 00:00:00+00:00,65.0,92.0,37.0,1.0,52.0,51.0
2022-10-17 00:00:00+00:00,44.0,61.0,37.0,1.0,62.0,32.0
2022-10-18 00:00:00+00:00,43.0,57.0,37.0,1.0,62.0,40.0
2022-10-19 00:00:00+00:00,52.0,63.0,37.0,1.0,55.0,29.0
2022-10-20 00:00:00+00:00,43.0,60.0,37.0,1.0,58.0,37.0
2022-10-21 00:00:00+00:00,51.0,53.0,37.0,1.0,65.0,33.0
2022-10-22 00:00:00+00:00,73.0,82.0,37.0,1.0,30.0,46.0
2022-10-23 00:00:00+00:00,51.0,76.0,37.0,1.0,16.0,39.0
2022-10-24 00:00:00+00:00,44.0,49.0,37.0,1.0,28.0,25.0
2022-10-25 00:00:00+00:00,50.0,46.0,37.0,1.0,41.0,34.0
2022-10-26 00:00:00+00:00,58.0,65.0,37.0,1.0,53.0,29.0
2022-10-27 00:00:00+00:00,75.0,59.0,37.0,1.0,58.0,30.0
2022-10-28 00:00:00+00:00,88.0,46.0,37.0,1.0,53.0,25.0
2022-10-29 00:00:00+00:00,94.0,51.0,37.0,1.0,54.0,29.0
2022-10-30 00:00:00+00:00,100.0,56.0,37.0,1.0,56.0,33.0
2022-10-31 00:00:00+00:00,68.0,29.0,37.0,1.0,49.0,21.0
