day,LGAV,LGRP,LGSA,LGIR,LGTS,LGKO
2019-01-01 00:00:00+00:00,128.0,,4.0,10.0,,
2019-01-02 00:00:00+00:00,175.0,,4.0,11.0,,
2019-01-03 00:00:00+00:00,170.0,,4.0,12.0,,
2019-01-04 00:00:00+00:00,185.0,,4.0,15.0,,
2019-01-05 00:00:00+00:00,163.0,,4.0,11.0,,
2019-01-06 00:00:00+00:00,178.0,,5.0,13.0,,
2019-01-07 00:00:00+00:00,165.0,,6.0,13.0,,
2019-01-08 00:00:00+00:00,142.0,,4.0,12.0,,
2019-01-09 00:00:00+00:00,163.0,,5.0,11.0,,
2019-01-10 00:00:00+00:00,162.0,,4.0,9.0,,
2019-01-11 00:00:00+00:00,169.0,,2.0,15.0,,
2019-01-12 00:00:00+00:00,140.0,,2.0,15.0,,
2019-01-13 00:00:00+00:00,147.0,,2.0,13.0,,
2019-01-14 00:00:00+00:00,145.0,,2.0,13.0,,
2019-01-15 00:00:00+00:00,127.0,,2.0,11.0,,
2019-01-16 00:00:00+00:00,146.0,,3.0,9.0,,
2019-01-17 00:00:00+00:00,148.0,,2.0,14.0,,
2019-01-18 00:00:00+00:00,161.0,,2.0,12.0,,
2019-01-19 00:00:00+00:00,135.0,,3.0,7.0,,
2019-01-20 00:00:00+00:00,148.0,,4.0,12.0,,
2019-01-21 00:00:00+00:00,160.0,,6.0,13.0,,
2019-01-22 00:00:00+00:00,62.0,,3.0,10.0,,
2019-01-23 00:00:00+00:00,42.0,,4.0,15.0,,
2019-01-24 00:00:00+00:00,57.0,,4.0,12.0,,
2019-01-25 00:00:00+00:00,72.0,,4.0,10.0,,
2019-01-26 00:00:00+00:00,123.0,,5.0,12.0,,
2019-01-27 00:00:00+00:00,102.0,,5.0,13.0,,
2019-01-28 00:00:00+00:00,33.0,,5.0,11.0,,
2019-01-29 00:00:00+00:00,28.0,,6.0,10.0,,
2019-01-30 00:00:00+00:00,24.0,,6.0,12.0,,
2019-01-31 00:00:00+00:00,20.0,,6.0,10.0,,
2019-02-01 00:00:00+00:00,34.0,,7.0,15.0,,
2019-02-02 00:00:00+00:00,47.0,,5.0,10.0,,
2019-02-03 00:00:00+00:00,78.0,6.0,5.0,13.0,,
2019-02-04 00:00:00+00:00,110.0,4.0,2.0,14.0,,2.0
2019-02-05 00:00:00+00:00,150.0,6.0,2.0,9.0,,2.0
2019-02-06 00:00:00+00:00,153.0,8.0,3.0,11.0,,2.0
2019-02-07 00:00:00+00:00,157.0,6.0,4.0,15.0,,2.0
2019-02-08 00:00:00+00:00,165.0,5.0,6.0,14.0,,2.0
2019-02-09 00:00:00+00:00,138.0,5.0,4.0,11.0,,2.0
2019-02-10 00:00:00+00:00,157.0,6.0,5.0,11.0,,2.0
2019-02-11 00:00:00+00:00,156.0,5.0,6.0,16.0,,2.0
2019-02-12 00:00:00+00:00,137.0,6.0,4.0,11.0,,2.0
2019-02-13 00:00:00+00:00,149.0,5.0,4.0,16.0,,2.0
2019-02-14 00:00:00+00:00,153.0,6.0,5.0,9.0,,2.0
2019-02-15 00:00:00+00:00,172.0,4.0,5.0,14.0,,2.0
2019-02-16 00:00:00+00:00,140.0,5.0,5.0,12.0,,2.0
2019-02-17 00:00:00+00:00,160.0,7.0,4.0,10.0,1.0,2.0
2019-02-18 00:00:00+00:00,174.0,6.0,4.0,15.0,1.0,2.0
2019-02-19 00:00:00+00:00,149.0,7.0,6.0,17.0,1.0,2.0
2019-02-20 00:00:00+00:00,152.0,4.0,7.0,19.0,1.0,2.0
2019-02-21 00:00:00+00:00,153.0,5.0,5.0,9.0,1.0,2.0
2019-02-22 00:00:00+00:00,150.0,6.0,6.0,12.0,1.0,2.0
2019-02-23 00:00:00+00:00,147.0,6.0,4.0,11.0,1.0,2.0
2019-02-24 00:00:00+00:00,171.0,5.0,3.0,14.0,1.0,3.0
2019-02-25 00:00:00+00:00,163.0,5.0,3.0,12.0,1.0,2.0
2019-02-26 00:00:00+00:00,160.0,4.0,2.0,3.0,1.0,2.0
2019-02-27 00:00:00+00:00,163.0,4.0,2.0,3.0,1.0,2.0
2019-02-28 00:00:00+00:00,168.0,6.0,2.0,4.0,1.0,2.0
2019-03-01 00:00:00+00:00,175.0,7.0,2.0,6.0,1.0,2.0
2019-03-02 00:00:00+00:00,147.0,5.0,3.0,8.0,1.0,2.0
2019-03-03 00:00:00+00:00,160.0,6.0,5.0,12.0,1.0,2.0
2019-03-04 00:00:00+00:00,163.0,5.0,4.0,18.0,1.0,2.0
2019-03-05 00:00:00+00:00,153.0,5.0,4.0,20.0,1.0,2.0
2019-03-06 00:00:00+00:00,164.0,6.0,5.0,21.0,1.0,2.0
2019-03-07 00:00:00+00:00,166.0,8.0,4.0,12.0,1.0,3.0
2019-03-08 00:00:00+00:00,181.0,7.0,4.0,13.0,1.0,2.0
2019-03-09 00:00:00+00:00,154.0,5.0,4.0,11.0,1.0,2.0
2019-03-10 00:00:00+00:00,98.0,6.0,5.0,14.0,1.0,2.0
2019-03-11 00:00:00+00:00,97.0,5.0,5.0,13.0,1.0,2.0
2019-03-12 00:00:00+00:00,96.0,5.0,3.0,12.0,1.0,2.0
2019-03-13 00:00:00+00:00,172.0,5.0,2.0,12.0,1.0,2.0
2019-03-14 00:00:00+00:00,170.0,5.0,3.0,6.0,1.0,2.0
2019-03-15 00:00:00+00:00,167.0,6.0,3.0,8.0,1.0,2.0
2019-03-16 00:00:00+00:00,68.0,5.0,4.0,11.0,1.0,2.0
2019-03-17 00:00:00+00:00,74.0,6.0,5.0,10.0,1.0,2.0
2019-03-18 00:00:00+00:00,80.0,6.0,6.0,10.0,1.0,2.0
2019-03-19 00:00:00+00:00,127.0,4.0,4.0,7.0,1.0,2.0
2019-03-20 00:00:00+00:00,173.0,4.0,4.0,10.0,1.0,2.0
2019-03-21 00:00:00+00:00,165.0,5.0,4.0,6.0,1.0,2.0
2019-03-22 00:00:00+00:00,186.0,6.0,5.0,9.0,1.0,2.0
2019-03-23 00:00:00+00:00,158.0,4.0,6.0,13.0,1.0,2.0
2019-03-24 00:00:00+00:00,167.0,4.0,4.0,9.0,1.0,2.0
2019-03-25 00:00:00+00:00,144.0,4.0,5.0,10.0,1.0,2.0
2019-03-26 00:00:00+00:00,163.0,5.0,4.0,13.0,1.0,2.0
2019-03-27 00:00:00+00:00,175.0,4.0,5.0,9.0,1.0,2.0
2019-03-28 00:00:00+00:00,162.0,5.0,5.0,16.0,1.0,2.0
2019-03-29 00:00:00+00:00,189.0,6.0,5.0,24.0,1.0,2.0
2019-03-30 00:00:00+00:00,163.0,6.0,6.0,11.0,1.0,3.0
2019-03-31 00:00:00+00:00,189.0,7.0,7.0,14.0,1.0,4.0
2019-04-01 00:00:00+00:00,199.0,9.0,10.0,21.0,1.0,6.0
2019-04-02 00:00:00+00:00,183.0,11.0,9.0,16.0,1.0,6.0
2019-04-03 00:00:00+00:00,196.0,17.0,14.0,26.0,1.0,5.0
2019-04-04 00:00:00+00:00,192.0,9.0,12.0,18.0,1.0,2.0
2019-04-05 00:00:00+00:00,129.0,10.0,10.0,31.0,1.0,3.0
2019-04-06 00:00:00+00:00,191.0,16.0,16.0,44.0,1.0,3.0
2019-04-07 00:00:00+00:00,103.0,21.0,11.0,25.0,1.0,5.0
2019-04-08 00:00:00+00:00,51.0,8.0,12.0,32.0,1.0,4.0
2019-04-09 00:00:00+00:00,60.0,12.0,13.0,21.0,1.0,4.0
2019-04-10 00:00:00+00:00,68.0,15.0,14.0,37.0,1.0,4.0
2019-04-11 00:00:00+00:00,107.0,12.0,14.0,27.0,1.0,5.0
2019-04-12 00:00:00+00:00,146.0,20.0,15.0,44.0,1.0,6.0
2019-04-13 00:00:00+00:00,216.0,27.0,26.0,60.0,1.0,8.0
2019-04-14 00:00:00+00:00,177.0,42.0,14.0,35.0,1.0,13.0
2019-04-15 00:00:00+00:00,216.0,11.0,10.0,44.0,1.0,4.0
2019-04-16 00:00:00+00:00,206.0,19.0,13.0,49.0,1.0,5.0
2019-04-17 00:00:00+00:00,128.0,22.0,8.0,43.0,1.0,8.0
2019-04-18 00:00:00+00:00,217.0,36.0,13.0,53.0,1.0,11.0
2019-04-19 00:00:00+00:00,215.0,40.0,18.0,42.0,1.0,12.0
2019-04-20 00:00:00+00:00,214.0,43.0,26.0,72.0,1.0,12.0
2019-04-21 00:00:00+00:00,212.0,68.0,22.0,52.0,1.0,18.0
2019-04-22 00:00:00+00:00,104.0,47.0,17.0,53.0,1.0,6.0
2019-04-23 00:00:00+00:00,120.0,26.0,12.0,40.0,1.0,9.0
2019-04-24 00:00:00+00:00,154.0,35.0,8.0,53.0,1.0,12.0
2019-04-25 00:00:00+00:00,208.0,34.0,12.0,61.0,1.0,15.0
2019-04-26 00:00:00+00:00,217.0,35.0,16.0,62.0,1.0,22.0
2019-04-27 00:00:00+00:00,204.0,52.0,23.0,92.0,1.0,28.0
2019-04-28 00:00:00+00:00,192.0,77.0,34.0,81.0,1.0,19.0
2019-04-29 00:00:00+00:00,49.0,56.0,15.0,62.0,1.0,13.0
2019-04-30 00:00:00+00:00,64.0,36.0,15.0,47.0,1.0,19.0
2019-05-01 00:00:00+00:00,79.0,52.0,16.0,77.0,1.0,25.0
2019-05-02 00:00:00+00:00,108.0,46.0,21.0,70.0,1.0,24.0
2019-05-03 00:00:00+00:00,141.0,41.0,29.0,67.0,1.0,35.0
2019-05-04 00:00:00+00:00,194.0,62.0,15.0,92.0,1.0,46.0
2019-05-05 00:00:00+00:00,248.0,76.0,18.0,104.0,1.0,33.0
2019-05-06 00:00:00+00:00,228.0,60.0,21.0,79.0,1.0,20.0
2019-05-07 00:00:00+00:00,191.0,43.0,18.0,76.0,1.0,18.0
2019-05-08 00:00:00+00:00,233.0,59.0,17.0,78.0,1.0,24.0
2019-05-09 00:00:00+00:00,222.0,48.0,26.0,72.0,1.0,27.0
2019-05-10 00:00:00+00:00,211.0,50.0,23.0,76.0,1.0,38.0
2019-05-11 00:00:00+00:00,222.0,70.0,32.0,87.0,1.0,48.0
2019-05-12 00:00:00+00:00,223.0,86.0,42.0,108.0,1.0,31.0
2019-05-13 00:00:00+00:00,228.0,65.0,16.0,59.0,1.0,23.0
2019-05-14 00:00:00+00:00,174.0,44.0,14.0,66.0,1.0,26.0
2019-05-15 00:00:00+00:00,226.0,53.0,14.0,63.0,1.0,30.0
2019-05-16 00:00:00+00:00,230.0,52.0,25.0,75.0,1.0,26.0
2019-05-17 00:00:00+00:00,234.0,49.0,40.0,78.0,1.0,43.0
2019-05-18 00:00:00+00:00,223.0,80.0,55.0,99.0,1.0,60.0
2019-05-19 00:00:00+00:00,196.0,88.0,39.0,111.0,1.0,31.0
2019-05-20 00:00:00+00:00,239.0,70.0,16.0,78.0,1.0,24.0
2019-05-21 00:00:00+00:00,208.0,52.0,19.0,76.0,1.0,23.0
2019-05-22 00:00:00+00:00,231.0,55.0,24.0,73.0,1.0,24.0
2019-05-23 00:00:00+00:00,241.0,56.0,28.0,82.0,1.0,28.0
2019-05-24 00:00:00+00:00,243.0,55.0,44.0,80.0,1.0,43.0
2019-05-25 00:00:00+00:00,190.0,86.0,59.0,107.0,1.0,58.0
2019-05-26 00:00:00+00:00,237.0,87.0,17.0,121.0,1.0,36.0
2019-05-27 00:00:00+00:00,221.0,35.0,22.0,84.0,1.0,27.0
2019-05-28 00:00:00+00:00,213.0,57.0,27.0,87.0,1.0,39.0
2019-05-29 00:00:00+00:00,240.0,74.0,24.0,96.0,1.0,35.0
2019-05-30 00:00:00+00:00,202.0,63.0,22.0,76.0,1.0,29.0
2019-05-31 00:00:00+00:00,243.0,61.0,13.0,61.0,1.0,44.0
2019-06-01 00:00:00+00:00,192.0,89.0,4.0,46.0,1.0,60.0
2019-06-02 00:00:00+00:00,98.0,98.0,6.0,32.0,1.0,34.0
2019-06-03 00:00:00+00:00,164.0,44.0,8.0,17.0,1.0,27.0
2019-06-04 00:00:00+00:00,231.0,69.0,10.0,28.0,1.0,42.0
2019-06-05 00:00:00+00:00,189.0,77.0,16.0,40.0,1.0,37.0
2019-06-06 00:00:00+00:00,147.0,67.0,27.0,69.0,1.0,30.0
2019-06-07 00:00:00+00:00,261.0,66.0,47.0,99.0,1.0,40.0
2019-06-08 00:00:00+00:00,257.0,102.0,66.0,116.0,1.0,62.0
2019-06-09 00:00:00+00:00,255.0,96.0,38.0,92.0,1.0,37.0
2019-06-10 00:00:00+00:00,266.0,58.0,20.0,95.0,1.0,28.0
2019-06-11 00:00:00+00:00,216.0,80.0,26.0,99.0,1.0,47.0
2019-06-12 00:00:00+00:00,207.0,82.0,29.0,112.0,1.0,41.0
2019-06-13 00:00:00+00:00,245.0,71.0,33.0,102.0,1.0,36.0
2019-06-14 00:00:00+00:00,250.0,70.0,50.0,104.0,1.0,44.0
2019-06-15 00:00:00+00:00,254.0,100.0,66.0,128.0,1.0,65.0
2019-06-16 00:00:00+00:00,252.0,102.0,47.0,134.0,1.0,34.0
2019-06-17 00:00:00+00:00,249.0,63.0,22.0,104.0,1.0,32.0
2019-06-18 00:00:00+00:00,250.0,76.0,26.0,98.0,1.0,44.0
2019-06-19 00:00:00+00:00,262.0,91.0,23.0,113.0,1.0,39.0
2019-06-20 00:00:00+00:00,270.0,73.0,38.0,99.0,1.0,37.0
2019-06-21 00:00:00+00:00,267.0,72.0,51.0,109.0,1.0,46.0
2019-06-22 00:00:00+00:00,270.0,104.0,64.0,122.0,1.0,66.0
2019-06-23 00:00:00+00:00,284.0,103.0,52.0,143.0,1.0,39.0
2019-06-24 00:00:00+00:00,283.0,57.0,28.0,105.0,1.0,38.0
2019-06-25 00:00:00+00:00,274.0,81.0,25.0,105.0,1.0,45.0
2019-06-26 00:00:00+00:00,269.0,92.0,27.0,121.0,1.0,41.0
2019-06-27 00:00:00+00:00,266.0,73.0,36.0,108.0,1.0,38.0
2019-06-28 00:00:00+00:00,272.0,76.0,42.0,104.0,1.0,46.0
2019-06-29 00:00:00+00:00,278.0,99.0,63.0,145.0,1.0,61.0
2019-06-30 00:00:00+00:00,288.0,111.0,54.0,147.0,1.0,38.0
2019-07-01 00:00:00+00:00,291.0,63.0,42.0,109.0,1.0,38.0
2019-07-02 00:00:00+00:00,279.0,86.0,31.0,104.0,1.0,48.0
2019-07-03 00:00:00+00:00,276.0,98.0,29.0,124.0,1.0,45.0
2019-07-04 00:00:00+00:00,292.0,78.0,39.0,115.0,1.0,40.0
2019-07-05 00:00:00+00:00,268.0,86.0,47.0,120.0,1.0,48.0
2019-07-06 00:00:00+00:00,274.0,94.0,44.0,133.0,1.0,56.0
2019-07-07 00:00:00+00:00,205.0,114.0,50.0,146.0,1.0,41.0
2019-07-08 00:00:00+00:00,231.0,59.0,32.0,110.0,1.0,36.0
2019-07-09 00:00:00+00:00,286.0,86.0,30.0,116.0,1.0,49.0
2019-07-10 00:00:00+00:00,266.0,88.0,26.0,127.0,1.0,42.0
2019-07-11 00:00:00+00:00,294.0,79.0,34.0,116.0,1.0,40.0
2019-07-12 00:00:00+00:00,294.0,79.0,42.0,111.0,1.0,49.0
2019-07-13 00:00:00+00:00,273.0,104.0,64.0,142.0,1.0,69.0
2019-07-14 00:00:00+00:00,282.0,104.0,58.0,151.0,1.0,41.0
2019-07-15 00:00:00+00:00,289.0,67.0,32.0,112.0,1.0,38.0
2019-07-16 00:00:00+00:00,281.0,94.0,7.0,113.0,1.0,50.0
2019-07-17 00:00:00+00:00,260.0,95.0,10.0,82.0,1.0,43.0
2019-07-18 00:00:00+00:00,276.0,75.0,6.0,84.0,1.0,42.0
2019-07-19 00:00:00+00:00,292.0,85.0,5.0,87.0,1.0,51.0
2019-07-20 00:00:00+00:00,288.0,111.0,4.0,89.0,1.0,72.0
2019-07-21 00:00:00+00:00,296.0,105.0,6.0,92.0,1.0,43.0
2019-07-22 00:00:00+00:00,283.0,62.0,9.0,94.0,1.0,35.0
2019-07-23 00:00:00+00:00,274.0,84.0,15.0,97.0,1.0,53.0
2019-07-24 00:00:00+00:00,282.0,99.0,22.0,99.0,1.0,39.0
2019-07-25 00:00:00+00:00,296.0,81.0,36.0,116.0,1.0,44.0
2019-07-26 00:00:00+00:00,287.0,86.0,46.0,114.0,1.0,48.0
2019-07-27 00:00:00+00:00,287.0,116.0,67.0,145.0,1.0,75.0
2019-07-28 00:00:00+00:00,202.0,111.0,51.0,157.0,1.0,46.0
2019-07-29 00:00:00+00:00,214.0,65.0,30.0,117.0,1.0,37.0
2019-07-30 00:00:00+00:00,276.0,94.0,18.0,124.0,1.0,52.0
2019-07-31 00:00:00+00:00,288.0,105.0,23.0,130.0,1.0,46.0
2019-08-01 00:00:00+00:00,303.0,87.0,38.0,124.0,1.0,41.0
2019-08-02 00:00:00+00:00,292.0,82.0,50.0,70.0,1.0,50.0
2019-08-03 00:00:00+00:00,283.0,49.0,62.0,119.0,1.0,27.0
2019-08-04 00:00:00+00:00,274.0,66.0,58.0,156.0,1.0,34.0
2019-08-05 00:00:00+00:00,282.0,83.0,25.0,127.0,1.0,42.0
2019-08-06 00:00:00+00:00,289.0,100.0,31.0,114.0,1.0,49.0
2019-08-07 00:00:00+00:00,276.0,107.0,27.0,136.0,1.0,43.0
2019-08-08 00:00:00+00:00,292.0,85.0,40.0,119.0,1.0,43.0
2019-08-09 00:00:00+00:00,288.0,87.0,21.0,110.0,1.0,50.0
2019-08-10 00:00:00+00:00,280.0,115.0,12.0,100.0,1.0,76.0
2019-08-11 00:00:00+00:00,275.0,109.0,10.0,91.0,1.0,46.0
2019-08-12 00:00:00+00:00,295.0,62.0,8.0,81.0,1.0,39.0
2019-08-13 00:00:00+00:00,263.0,91.0,14.0,72.0,1.0,51.0
2019-08-14 00:00:00+00:00,234.0,100.0,20.0,62.0,1.0,44.0
2019-08-15 00:00:00+00:00,287.0,89.0,29.0,89.0,1.0,40.0
2019-08-16 00:00:00+00:00,289.0,90.0,38.0,116.0,1.0,48.0
2019-08-17 00:00:00+00:00,290.0,112.0,21.0,141.0,1.0,72.0
2019-08-18 00:00:00+00:00,289.0,105.0,19.0,148.0,1.0,41.0
2019-08-19 00:00:00+00:00,280.0,59.0,18.0,114.0,1.0,34.0
2019-08-20 00:00:00+00:00,279.0,93.0,25.0,108.0,1.0,52.0
2019-08-21 00:00:00+00:00,270.0,100.0,24.0,138.0,1.0,45.0
2019-08-22 00:00:00+00:00,301.0,80.0,34.0,119.0,1.0,42.0
2019-08-23 00:00:00+00:00,277.0,84.0,44.0,113.0,1.0,45.0
2019-08-24 00:00:00+00:00,289.0,110.0,63.0,153.0,1.0,79.0
2019-08-25 00:00:00+00:00,293.0,103.0,52.0,154.0,1.0,41.0
2019-08-26 00:00:00+00:00,269.0,56.0,26.0,112.0,1.0,33.0
2019-08-27 00:00:00+00:00,288.0,95.0,24.0,58.0,1.0,50.0
2019-08-28 00:00:00+00:00,267.0,91.0,22.0,88.0,1.0,46.0
2019-08-29 00:00:00+00:00,299.0,82.0,32.0,117.0,1.0,39.0
2019-08-30 00:00:00+00:00,292.0,80.0,48.0,114.0,1.0,49.0
2019-08-31 00:00:00+00:00,300.0,119.0,64.0,141.0,1.0,75.0
2019-09-01 00:00:00+00:00,276.0,103.0,47.0,151.0,1.0,41.0
2019-09-02 00:00:00+00:00,267.0,57.0,24.0,107.0,1.0,35.0
2019-09-03 00:00:00+00:00,271.0,89.0,28.0,103.0,1.0,47.0
2019-09-04 00:00:00+00:00,259.0,87.0,27.0,116.0,1.0,40.0
2019-09-05 00:00:00+00:00,274.0,78.0,28.0,104.0,1.0,35.0
2019-09-06 00:00:00+00:00,266.0,79.0,42.0,103.0,1.0,42.0
2019-09-07 00:00:00+00:00,280.0,116.0,57.0,132.0,1.0,66.0
2019-09-08 00:00:00+00:00,267.0,105.0,52.0,144.0,1.0,39.0
2019-09-09 00:00:00+00:00,252.0,48.0,20.0,109.0,1.0,33.0
2019-09-10 00:00:00+00:00,250.0,80.0,24.0,100.0,1.0,45.0
2019-09-11 00:00:00+00:00,254.0,86.0,28.0,120.0,1.0,40.0
2019-09-12 00:00:00+00:00,267.0,69.0,30.0,103.0,1.0,34.0
2019-09-13 00:00:00+00:00,253.0,83.0,34.0,105.0,1.0,44.0
2019-09-14 00:00:00+00:00,261.0,104.0,59.0,125.0,1.0,67.0
2019-09-15 00:00:00+00:00,262.0,107.0,54.0,138.0,1.0,37.0
2019-09-16 00:00:00+00:00,267.0,51.0,21.0,105.0,1.0,31.0
2019-09-17 00:00:00+00:00,231.0,76.0,22.0,103.0,1.0,44.0
2019-09-18 00:00:00+00:00,245.0,82.0,26.0,122.0,1.0,39.0
2019-09-19 00:00:00+00:00,257.0,71.0,31.0,106.0,1.0,34.0
2019-09-20 00:00:00+00:00,253.0,72.0,20.0,105.0,1.0,42.0
2019-09-21 00:00:00+00:00,92.0,34.0,8.0,104.0,1.0,26.0
2019-09-22 00:00:00+00:00,82.0,42.0,13.0,102.0,1.0,26.0
2019-09-23 00:00:00+00:00,118.0,50.0,19.0,101.0,1.0,27.0
2019-09-24 00:00:00+00:00,154.0,75.0,27.0,100.0,1.0,42.0
2019-09-25 00:00:00+00:00,234.0,79.0,20.0,116.0,1.0,38.0
2019-09-26 00:00:00+00:00,247.0,67.0,33.0,100.0,1.0,35.0
2019-09-27 00:00:00+00:00,260.0,71.0,36.0,108.0,1.0,40.0
2019-09-28 00:00:00+00:00,254.0,101.0,51.0,133.0,1.0,65.0
2019-09-29 00:00:00+00:00,246.0,89.0,45.0,138.0,1.0,33.0
2019-09-30 00:00:00+00:00,232.0,47.0,22.0,99.0,1.0,25.0
2019-10-01 00:00:00+00:00,219.0,75.0,25.0,97.0,1.0,40.0
2019-10-02 00:00:00+00:00,192.0,66.0,25.0,102.0,1.0,34.0
2019-10-03 00:00:00+00:00,153.0,56.0,14.0,92.0,1.0,27.0
2019-10-04 00:00:00+00:00,140.0,50.0,24.0,89.0,1.0,41.0
2019-10-05 00:00:00+00:00,126.0,82.0,34.0,107.0,1.0,55.0
2019-10-06 00:00:00+00:00,195.0,92.0,49.0,125.0,1.0,29.0
2019-10-07 00:00:00+00:00,231.0,40.0,36.0,76.0,1.0,23.0
2019-10-08 00:00:00+00:00,211.0,60.0,22.0,82.0,1.0,29.0
2019-10-09 00:00:00+00:00,211.0,56.0,20.0,82.0,1.0,34.0
2019-10-10 00:00:00+00:00,220.0,56.0,18.0,73.0,1.0,27.0
2019-10-11 00:00:00+00:00,230.0,47.0,32.0,86.0,1.0,29.0
2019-10-12 00:00:00+00:00,233.0,75.0,45.0,99.0,1.0,48.0
2019-10-13 00:00:00+00:00,223.0,88.0,18.0,51.0,1.0,29.0
2019-10-14 00:00:00+00:00,223.0,72.0,20.0,62.0,1.0,22.0
2019-10-15 00:00:00+00:00,209.0,55.0,22.0,73.0,1.0,21.0
2019-10-16 00:00:00+00:00,211.0,41.0,18.0,78.0,1.0,30.0
2019-10-17 00:00:00+00:00,221.0,52.0,21.0,79.0,1.0,26.0
2019-10-18 00:00:00+00:00,198.0,41.0,28.0,90.0,1.0,34.0
2019-10-19 00:00:00+00:00,226.0,73.0,20.0,70.0,1.0,41.0
2019-10-20 00:00:00+00:00,212.0,77.0,12.0,51.0,1.0,26.0
2019-10-21 00:00:00+00:00,231.0,29.0,17.0,77.0,1.0,18.0
2019-10-22 00:00:00+00:00,212.0,48.0,19.0,64.0,1.0,23.0
2019-10-23 00:00:00+00:00,212.0,38.0,13.0,66.0,1.0,27.0
2019-10-24 00:00:00+00:00,222.0,42.0,16.0,34.0,1.0,19.0
2019-10-25 00:00:00+00:00,219.0,50.0,19.0,59.0,1.0,28.0
2019-10-26 00:00:00+00:00,226.0,58.0,30.0,84.0,1.0,38.0
2019-10-27 00:00:00+00:00,180.0,42.0,10.0,80.0,1.0,19.0
2019-10-28 00:00:00+00:00,201.0,16.0,10.0,51.0,1.0,10.0
2019-10-29 00:00:00+00:00,167.0,12.0,16.0,43.0,1.0,12.0
2019-10-30 00:00:00+00:00,187.0,19.0,9.0,27.0,1.0,15.0
2019-10-31 00:00:00+00:00,196.0,24.0,8.0,36.0,1.0,5.0
2019-11-01 00:00:00+00:00,190.0,30.0,7.0,29.0,1.0,4.0
2019-11-02 00:00:00+00:00,177.0,37.0,5.0,21.0,1.0,6.0
2019-11-03 00:00:00+00:00,190.0,22.0,4.0,14.0,1.0,7.0
2019-11-04 00:00:00+00:00,177.0,8.0,7.0,20.0,1.0,3.0
2019-11-05 00:00:00+00:00,147.0,5.0,10.0,15.0,1.0,4.0
2019-11-06 00:00:00+00:00,92.0,4.0,4.0,17.0,1.0,4.0
2019-11-07 00:00:00+00:00,108.0,5.0,4.0,12.0,1.0,5.0
2019-11-08 00:00:00+00:00,125.0,5.0,5.0,13.0,1.0,8.0
2019-11-09 00:00:00+00:00,159.0,6.0,4.0,17.0,1.0,4.0
2019-11-10 00:00:00+00:00,169.0,5.0,2.0,13.0,1.0,3.0
2019-11-11 00:00:00+00:00,179.0,5.0,3.0,8.0,1.0,3.0
2019-11-12 00:00:00+00:00,158.0,4.0,4.0,10.0,1.0,2.0
2019-11-13 00:00:00+00:00,167.0,4.0,4.0,12.0,1.0,3.0
2019-11-14 00:00:00+00:00,177.0,5.0,4.0,13.0,1.0,4.0
2019-11-15 00:00:00+00:00,186.0,5.0,6.0,15.0,1.0,4.0
2019-11-16 00:00:00+00:00,169.0,5.0,4.0,12.0,1.0,2.0
2019-11-17 00:00:00+00:00,175.0,5.0,3.0,9.0,1.0,3.0
2019-11-18 00:00:00+00:00,111.0,4.0,4.0,16.0,1.0,2.0
2019-11-19 00:00:00+00:00,156.0,4.0,5.0,18.0,1.0,2.0
2019-11-20 00:00:00+00:00,156.0,6.0,5.0,14.0,1.0,2.0
2019-11-21 00:00:00+00:00,173.0,4.0,3.0,12.0,1.0,3.0
2019-11-22 00:00:00+00:00,133.0,5.0,3.0,16.0,1.0,4.0
2019-11-23 00:00:00+00:00,140.0,6.0,3.0,16.0,1.0,3.0
2019-11-24 00:00:00+00:00,167.0,7.0,4.0,12.0,1.0,2.0
2019-11-25 00:00:00+00:00,161.0,8.0,5.0,17.0,1.0,2.0
2019-11-26 00:00:00+00:00,155.0,9.0,4.0,12.0,1.0,2.0
2019-11-27 00:00:00+00:00,91.0,6.0,4.0,14.0,1.0,3.0
2019-11-28 00:00:00+00:00,134.0,6.0,4.0,13.0,1.0,4.0
2019-11-29 00:00:00+00:00,176.0,4.0,5.0,11.0,1.0,5.0
2019-11-30 00:00:00+00:00,155.0,3.0,5.0,13.0,1.0,4.0
2019-12-01 00:00:00+00:00,170.0,5.0,5.0,14.0,1.0,5.0
2019-12-02 00:00:00+00:00,179.0,7.0,4.0,12.0,1.0,4.0
2019-12-03 00:00:00+00:00,170.0,4.0,4.0,11.0,1.0,3.0
2019-12-04 00:00:00+00:00,160.0,6.0,4.0,13.0,1.0,2.0
2019-12-05 00:00:00+00:00,168.0,4.0,4.0,12.0,1.0,3.0
2019-12-06 00:00:00+00:00,183.0,5.0,5.0,11.0,1.0,4.0
2019-12-07 00:00:00+00:00,183.0,5.0,6.0,11.0,1.0,2.0
2019-12-08 00:00:00+00:00,183.0,3.0,7.0,11.0,1.0,2.0
2019-12-09 00:00:00+00:00,75.0,4.0,5.0,13.0,1.0,2.0
2019-12-10 00:00:00+00:00,72.0,5.0,3.0,12.0,1.0,2.0
2019-12-11 00:00:00+00:00,129.0,6.0,2.0,15.0,1.0,2.0
2019-12-12 00:00:00+00:00,186.0,4.0,3.0,14.0,1.0,2.0
2019-12-13 00:00:00+00:00,167.0,6.0,4.0,17.0,1.0,3.0
2019-12-14 00:00:00+00:00,174.0,8.0,4.0,16.0,1.0,4.0
2019-12-15 00:00:00+00:00,180.0,9.0,7.0,15.0,1.0,5.0
